run_id,err_real_mean,err_dos_mean,err_fdi_mean,time_in_dt_ratio,tube_violations
freehand_20250908_111342_09_0_000_605428,0.05025396508494412,1.8640911671302145,0.7176767793578568,0.585,0
freehand_20250908_111342_09_0_001_596392,0.05784779869580151,1.9732638651815848,0.5747234954380371,0.51875,2
freehand_20250908_111342_09_0_002_318171,0.04001478122932167,1.3513396060160334,0.7936056443368436,0.5108333333333334,0
freehand_20250908_111342_09_0_003_150844,0.050141159502106125,1.0712395995267885,0.9369484284482755,0.6016666666666667,59
freehand_20250908_111342_09_0_004_709473,0.036592411702013224,1.3347256696592653,0.8713223568417872,0.5266666666666666,0
freehand_20250908_111342_09_0_005_570950,0.036091277686949,1.5875026128688228,0.8702257243589532,0.5879166666666666,0
freehand_20250908_111342_09_0_006_737666,0.04106388720237685,0.903561679267389,0.6707649467200766,0.6070833333333333,21
freehand_20250908_111342_09_0_007_858478,0.04492666281712842,1.2720383180183228,0.6394211659636786,0.5904166666666667,0
freehand_20250908_111342_09_0_008_990848,0.04546766528266449,0.7065448167066851,0.4136461460968527,0.42625,0
freehand_20250908_111342_09_0_009_042478,0.041138514189488676,1.8319962554435028,0.4691331976881609,0.49833333333333335,0
