run_id,err_real_mean,err_dos_mean,err_fdi_mean,time_in_dt_ratio,tube_violations
freehand_20250908_111405_11_0_000_397235,0.040639272818958204,1.619813557721767,0.7402026404804039,0.3954166666666667,0
freehand_20250908_111405_11_0_001_880193,0.04472162576300961,1.2522342841850256,1.3624983083582378,0.6154166666666666,0
freehand_20250908_111405_11_0_002_787675,0.03924874877196963,2.032960413982216,0.7684087143710836,0.6708333333333333,0
freehand_20250908_111405_11_0_003_438194,0.043581138210811284,1.948186510801387,1.0144468205319597,0.42875,0
freehand_20250908_111405_11_0_004_953267,0.04907755223744786,1.6484371358286165,1.5552909902118968,0.5866666666666667,5
freehand_20250908_111405_11_0_005_114577,0.05342163611386814,2.2944033265559116,0.8058360366564463,0.5745833333333333,0
freehand_20250908_111405_11_0_006_785250,0.04373958296286937,1.0636309040467873,0.9564637297671,0.5541666666666667,0
freehand_20250908_111405_11_0_007_726393,0.02823439209314279,1.6803919310977062,0.9474412622630128,0.525,0
freehand_20250908_111405_11_0_008_960517,0.034518506136159234,1.008971067676353,0.8769027438634506,0.4975,0
freehand_20250908_111405_11_0_009_954450,0.03720864490926682,1.5588466874393838,1.0347178252282057,0.47291666666666665,0
