run_id,err_real_mean,err_dos_mean,err_fdi_mean,time_in_dt_ratio,tube_violations
freehand_20250908_111356_10_0_000_526749,0.2993732212494839,1.3505392836315746,0.6353107297215196,0.52875,600
freehand_20250908_111356_10_0_001_191211,0.29832987321441623,1.088556159554175,0.8063943168886878,0.5091666666666667,398
freehand_20250908_111356_10_0_002_511076,0.4539339637520762,1.4133244138904892,0.7171385117638001,0.5625,1054
freehand_20250908_111356_10_0_003_608894,0.21422338151466738,1.4905977701983557,0.6087450819898685,0.4970833333333333,389
freehand_20250908_111356_10_0_004_646481,0.30781094538794435,0.7003869030107744,1.086955641400717,0.53875,325
freehand_20250908_111356_10_0_005_260567,0.3867246401357918,2.451135109131435,0.6452814756847467,0.4425,850
freehand_20250908_111356_10_0_006_289666,0.35285242293633307,2.1318826256297387,0.8872579278267144,0.6483333333333333,571
freehand_20250908_111356_10_0_007_409308,0.29072506054974817,1.2312263028737933,0.8829952295109219,0.5745833333333333,439
freehand_20250908_111356_10_0_008_818173,0.3016967913406446,1.0088316403163933,0.45336712007882646,0.4691666666666667,558
freehand_20250908_111356_10_0_009_259821,0.30631249546435624,0.9403648016472395,0.990520497107433,0.59875,612
