t,s,attack_dos,attack_fdi,x,y,xd,yd,x_dos,y_dos,x_fdi,y_fdi,mode,v_out,w_out
0.0,0.0,0,0,-3.1735837494073635,2.428883520095543,-3.18,2.425,-3.1735837494073635,2.428883520095543,-3.1735837494073635,2.428883520095543,main,0.15,0.06333819770825393
0.005532503128051758,0.00015318450844242047,0,0,-3.1671798297276323,2.432787340370037,-3.1780751248236285,2.4261650560278034,-3.1671798297276323,2.432787340370037,-3.1671798297276323,2.432787340370037,main,0.15,0.061146271532673345
0.056059837341308594,0.0004135974046270872,0,0,-3.1607878751612613,2.4367107211597956,-3.1748028466763825,2.4281456454327164,-3.1607878751612613,2.4367107211597956,-3.1607878751612613,2.4367107211597956,main,0.15,0.05972682009691656
0.10604000091552734,0.0007490679731510765,0,0,-3.154407665632853,2.4406531729824064,-3.1705874140825707,2.4306970914763384,-3.154407665632853,2.4406531729824064,-3.154407665632853,2.4406531729824064,main,0.15,0.05882663373071344
0.15611815452575684,0.0011370753819408077,0,0,-3.148039079745147,2.4446143740364956,-3.1657118177378645,2.4336481103165557,-3.148039079745147,2.4446143740364956,-3.148039079745147,2.4446143740364956,main,0.15,0.05827177013013265
0.20579147338867188,0.0015619253490082939,0,0,-3.141682062182413,2.4485941136896754,-3.1603732677525844,2.4368793379392253,-3.141682062182413,2.4485941136896754,-3.141682062182413,2.4485941136896754,main,0.15,0.05794311604060314
0.25617051124572754,0.0020125048164756107,0,0,-3.1353366012082082,2.452592253885422,-3.1547114078117238,2.4403062531665882,-3.1353366012082082,2.452592253885422,-3.1353366012082082,2.452592253885422,main,0.15,0.05775811975242734
0.3060600757598877,0.002481094506025094,0,0,-3.129002712931522,2.4566087024782037,-3.1488232362825745,2.4438701464605472,-3.129002712931522,2.4566087024782037,-3.129002712931522,2.4566087024782037,main,0.15,0.05766058785236167
0.35596799850463867,0.0029622896446011788,0,0,-3.122680430501315,2.460643395139695,-3.1428311920412644,2.447618433482096,-3.122680430501315,2.460643395139695,-3.122680430501315,2.460643395139695,main,0.15,0.0900789531607511
0.4059021472930908,0.003452305619640479,0,0,-3.1163763841795955,2.4647065220111593,-3.136732475244072,2.451440574458376,-3.1163763841795955,2.4647065220111593,-3.1163763841795955,2.4647065220111593,main,0.15,0.08721418793607658
