t,s,attack_dos,x,y,xd,yd,x_dos,y_dos,mode,v_out,w_out,d_hat
0.0,0.0,0,1.199990178433444,0.007499993569119269,1.2,0.0,1.199990178433444,0.007499993569119269,main,0.15,0.19999988000010632,1.9
0.05,0.0004973560819953833,0,1.1999053587172606,0.014999513928165346,1.1999934992759118,0.0037499680606853953,1.1999053587172606,0.014999513928165346,main,0.15,0.1931718808052644,1.8998200154285587
0.1,0.001243390798695628,0,1.1997481092609679,0.022497865254189998,1.199963310320139,0.009374849909194422,1.1997481092609679,0.022497865254189998,main,0.15,0.18822628629659463,1.8995500603058895
0.15000000000000002,0.0021137721985922974,0,1.1995202984692166,0.029994404605328075,1.1998938958029781,0.01593699456623305,1.1995202984692166,0.029994404605328075,main,0.15,0.18427678503248357,1.8992351243707508
0.2,0.00304633187141268,0,1.1992234264161556,0.03748852676767046,1.1997793103278942,0.02296738162932951,1.1992234264161556,0.03748852676767046,main,0.15,0.18088235088477392,1.8988976783206073
0.25,0.004009986766315043,0,1.1988587897067553,0.0449796575281203,1.1996181631087157,0.030231364909766457,1.1988587897067553,0.0449796575281203,main,0.15,0.1778214033091234,1.8985489294720785
0.30000000000000004,0.00498924857456987,0,1.1984275641180409,0.052467250231495524,1.1994102932032618,0.03761188322057343,1.1984275641180409,0.052467250231495524,main,0.15,0.17498211312424086,1.8981944686151297
0.35000000000000003,0.005976293631702253,0,1.1979308461297864,0.059950783570777474,1.199153171574318,0.04504956910737283,1.1979308461297864,0.059950783570777474,main,0.15,0.17230962629199578,1.8978370495065064
0.4,0.006967344214528968,0,1.197369673132203,0.06742975976186026,1.1988494836537449,0.05251572374463319,1.197369673132203,0.06742975976186026,main,0.15,0.1697706929084203,1.8974780477537985
0.45,0.007960344143315246,0,1.196745035566118,0.07490370302569599,1.198498974085715,0.05999454122514396,1.196745035566118,0.07490370302569599,main,0.15,0.16734789812656178,1.8971180883089105
0.5,0.008954341430791253,0,1.196057883161317,0.08237215812515103,1.198100241859117,0.06747847355594391,1.196057883161317,0.08237215812515103,main,0.15,0.16503267970583044,1.8967574480757736
0.55,0.00994905527213354,0,1.1953091278917414,0.08983468889870787,1.1976556601688237,0.07496523414686417,1.1953091278917414,0.08983468889870787,main,0.15,0.1628162198247902,1.8963962928908817
0.6000000000000001,0.010943999445624606,0,1.1944996470515619,0.09729087698441108,1.197163313707079,0.08245074557592368,1.1944996470515619,0.09729087698441108,main,0.15,0.16069424237582672,1.8960346116394864
0.65,0.011939360477296362,0,1.1936302846597122,0.10474032052279952,1.1966240910260602,0.089936177221216,1.1936302846597122,0.10474032052279952,main,0.15,0.1586629364179246,1.8956724548128683
0.7000000000000001,0.012934739290441267,0,1.1927018527148572,0.11218263294057486,1.1960390390340736,0.09741830209043505,1.1927018527148572,0.11218263294057486,main,0.15,0.1567153769534366,1.8953097233893443
0.75,0.013930168440457285,0,1.1917151336293426,0.11961744197956714,1.1954054733663548,0.10489685620337749,1.1917151336293426,0.11961744197956714,main,0.15,0.15485174103320323,1.8949463327442204
0.8,0.014926065968117365,0,1.1906708800383732,0.12704438848790742,1.1947260525894434,0.1123749287917509,1.1906708800383732,0.12704438848790742,main,0.15,0.1530676577503177,1.8945823406238418
0.8500000000000001,0.015921893660356585,0,1.1895698163200412,0.13446312548878384,1.1939995335584477,0.11984804352760588,1.1895698163200412,0.13446312548878384,main,0.15,0.151358792502878,1.8942176117366296
0.9,0.016917738501608347,0,1.1884126401147763,0.1418733173371754,1.1932259201660351,0.12731656002914793,1.1884126401147763,0.1418733173371754,main,0.15,0.14972269013036257,1.8938520406717976
0.9500000000000001,0.017914193801513024,0,1.187200023159963,0.14927463884896633,1.1924063180763271,0.13478480126825676,1.187200023159963,0.14927463884896633,main,0.15,0.14815806005093743,1.893485731005845
1.0,0.018910517949017866,0,1.1859326117070217,0.156666774413805,1.1915383408497875,0.14224657927277096,1.1859326117070217,0.156666774413805,main,0.15,0.1466613838687808,1.8931185248037947
1.05,0.019907492438869207,0,1.1846110277749935,0.16404941729495567,1.1906241102484985,0.14970777042184177,1.1846110277749935,0.16404941729495567,main,0.15,0.14523115588446886,1.8927505386452046
1.1,0.020904258862189683,0,1.183235869669702,0.17142226885900141,1.189663396313806,0.15716153720005288,1.183235869669702,0.17142226885900141,main,0.15,0.1438610078012324,1.892381581202364
1.1500000000000001,0.021900990175003167,0,1.1818077143040833,0.17878503819204822,1.1886553310207337,0.16460878093620523,1.1818077143040833,0.17878503819204822,main,0.15,0.14255053391776648,1.8920115253392813
1.2000000000000002,0.022898599631677383,0,1.1803271173239789,0.18613744137621227,1.1876009513818966,0.17205629643757406,1.1803271173239789,0.18613744137621227,main,0.15,0.14130027697590777,1.891640567944832
1.25,0.023895957170931684,0,1.1787946128971045,0.19347920071451877,1.1864987921262566,0.17949497070731227,1.1787946128971045,0.19347920071451877,main,0.15,0.14010453727472288,1.8912685052653868
1.3,0.024894209828263326,0,1.177210715803427,0.20081004445836165,1.1853497076310915,0.18693336919701117,1.177210715803427,0.20081004445836165,main,0.15,0.13896522478377615,1.890895541780573
1.35,0.025892107477848002,0,1.1755759207359715,0.2081297060002243,1.1841547509316839,0.1943618256469838,1.1755759207359715,0.2081297060002243,main,0.15,0.1378733662495471,1.8905214322662434
1.4000000000000001,0.02688991059417487,0,1.1738907055940995,0.21543792397217923,1.1829123582091887,0.20178177350907708,1.1738907055940995,0.21543792397217923,main,0.15,0.1368302544330941,1.8901460296222
1.4500000000000002,0.027888881153069443,0,1.1721555310152314,0.22273444157860284,1.181623203569171,0.2092026743374553,1.1721555310152314,0.22273444157860284,main,0.15,0.135838461217102,1.8897696357667713
1.5,0.028887456545978837,0,1.1703708394530206,0.23001900580906806,1.1802868627782652,0.2166121954907882,1.1703708394530206,0.23001900580906806,main,0.15,0.13488992044745168,1.8893919965170203
1.55,0.029887181570551515,0,1.1685370581398833,0.23729136760532024,1.1789029468285084,0.2240217959160128,1.1685370581398833,0.23729136760532024,main,0.15,0.1339897637669293,1.8890134104844851
1.6,0.0308863804322435,0,1.1666545972420288,0.24455128089461292,1.177473777379926,0.23141876099767916,1.1666545972420288,0.24455128089461292,main,0.15,0.133126445277688,1.888633572610727
1.6500000000000001,0.031885410129416286,0,1.1647238540811515,0.2517985031795112,1.1759972967957295,0.23880512754634964,1.1647238540811515,0.2517985031795112,main,0.15,0.1323026260011365,1.8882523121516028
1.7000000000000002,0.03288590436015833,0,1.1627452121874198,0.2590327948695365,1.1744734949169953,0.24619315203956643,1.1627452121874198,0.2590327948695365,main,0.15,0.13152311919476997,1.887870040696651
1.75,0.03388584070562732,0,1.1607190395900189,0.26625391836976425,1.1729030979364252,0.2535671118397155,1.1607190395900189,0.26625391836976425,main,0.15,0.13077743122110969,1.887486448388399
1.8,0.03488718361155329,0,1.1586456926462205,0.2734616387063646,1.1712845234842406,0.26094150437810043,1.1586456926462205,0.2734616387063646,main,0.15,0.13007364366136503,1.8871019297655156
1.85,0.03588781054170854,0,1.1565255131594898,0.28065572231333263,1.1696213204875627,0.2683004259315503,1.1565255131594898,0.28065572231333263,main,0.15,0.12939778834732035,1.8867161146252966
1.9000000000000001,0.03688818133379722,0,1.1543588334467254,0.28783593811944147,1.1679111633319041,0.2756465950817147,1.1543588334467254,0.28783593811944147,main,0.15,0.12875352669089515,1.8863288045140874
1.9500000000000002,0.037890315433247015,0,1.1521459750453014,0.2950020568524271,1.166153024120103,0.2829950995833875,1.1521459750453014,0.2950020568524271,main,0.15,0.12814811252849712,1.8859405219998788
2.0,0.03889171462804854,0,1.1498872461526939,0.30215384989960764,1.1643488765550694,0.29032673749061944,1.1498872461526939,0.30215384989960764,main,0.15,0.127568646874424,1.885550897247354
2.0500000000000003,0.039894775519185174,0,1.1475829462886744,0.3092910904123465,1.162496018297067,0.2976591398917655,1.1475829462886744,0.3092910904123465,main,0.15,0.1270258243139191,1.8851604200411638
2.1,0.04089691746112725,0,1.1452333625127513,0.3164135517902635,1.1605991609234654,0.30497312589243725,1.1452333625127513,0.3164135517902635,main,0.15,0.12650349269171307,1.8847686509786907
2.15,0.04189870698463759,0,1.1428387752259042,0.32352100926292343,1.158655952193869,0.31227218449697247,1.1428387752259042,0.32352100926292343,main,0.15,0.1260059178441231,1.8843753601921631
2.2,0.04290255599485156,0,1.1403994566750704,0.33061323916666724,1.1566640116427442,0.3195741918259745,1.1403994566750704,0.33061323916666724,main,0.15,0.12554298129117186,1.8839811804266002
2.25,0.04390548337465078,0,1.1379156674898798,0.337690017479115,1.1546266438888584,0.3268564390414959,1.1379156674898798,0.337690017479115,main,0.15,0.12509946501923835,1.8835856787611174
2.3000000000000003,0.04491032287922089,0,1.1353876621228671,0.34475112142002645,1.1525401186849453,0.33413975172914745,1.1353876621228671,0.34475112142002645,main,0.15,0.12468829140259124,1.8831894380383707
2.35,0.04591403203371395,0,1.1328156843207389,0.3517963276047566,1.1504102269253251,0.34140161962218774,1.1328156843207389,0.3517963276047566,main,0.15,0.12429142914290499,1.8827919469505685
2.4000000000000004,0.04691728592259291,0,1.1301999735290544,0.35882541410687513,1.148234838508788,0.3486464048164509,1.1301999735290544,0.35882541410687513,main,0.15,0.12391333421559869,1.882392941177126
2.45,0.047922889822450764,0,1.1275407633422914,0.36583815973056744,1.1460098928860925,0.35589466182122226,1.1275407633422914,0.36583815973056744,main,0.15,0.1235666913093485,1.8819931614912457
2.5,0.04892737957052,0,1.12483827709577,0.37283434212437067,1.1437400951768626,0.36312019386929706,1.12483827709577,0.37283434212437067,main,0.15,0.12323409918876131,1.8815921099854818
2.5500000000000003,0.049934025146898015,0,1.1220927340122306,0.3798137398903981,1.1414207928486158,0.3703470599868297,1.1220927340122306,0.3798137398903981,main,0.15,0.12293028839824295,1.8811904594818347
2.6,0.050939324512945194,0,1.1193043440924482,0.3867761304033797,1.1390587590196246,0.3775493911795445,1.1193043440924482,0.3867761304033797,main,0.15,0.12263570257271578,1.8807876253410665
2.6500000000000004,0.05194679785201453,0,1.1164733149774628,0.3937212923273456,1.1366457259249705,0.38475208562650465,1.1164733149774628,0.3937212923273456,main,0.15,0.12237017595086114,1.8803842923914107
2.7,0.052952799489130564,0,1.1135998450845304,0.4006490026831854,1.134191847506092,0.3919292420556652,1.1135998450845304,0.4006490026831854,main,0.15,0.12210988068935091,1.8799798278409452
2.75,0.053958175961112964,0,1.1106841319172172,0.4075590400728061,1.13169259837154,0.3990857332668001,1.1106841319172172,0.4075590400728061,main,0.15,0.12186293783337873,1.8795739131989766
2.8000000000000003,0.054966285889482325,0,1.1077263692624455,0.4144511834315906,1.1291425492231904,0.4062461614727819,1.1077263692624455,0.4144511834315906,main,0.15,0.1216442635464268,1.879167431829385
2.85,0.05597300355610879,0,1.1047267420895306,0.4213252096770679,1.1265499869517028,0.41338013844066135,1.1047267420895306,0.4213252096770679,main,0.15,0.12143176658762042,1.8787597871712411
2.9000000000000004,0.056982201883849344,0,1.1016854342047517,0.42818089683080973,1.1239060877523457,0.4205151992076194,1.1016854342047517,0.42818089683080973,main,0.15,0.12124597857114905,1.8783517757830805
2.95,0.057989749038237545,0,1.0986026212357523,0.43501802080205443,1.1212218774606801,0.4276218866360554,1.0986026212357523,0.43501802080205443,main,0.15,0.1210618734366088,1.8779427049207997
3.0,0.058996580053798715,0,1.0954784792445105,0.4418363590760446,1.1184937212976949,0.4347060346769658,1.0954784792445105,0.4418363590760446,main,0.15,0.12088661309223694,1.877532224130506
3.0500000000000003,0.06000642314153186,0,1.09231318228159,0.44863568956783023,1.1157137910483692,0.44179442690455367,1.09231318228159,0.44863568956783023,main,0.15,0.12073823696468564,1.877121320114352
3.1,0.06101468433195473,0,1.0891068962875325,0.455415787658884,1.112891881736382,0.448853368442531,1.0891068962875325,0.455415787658884,main,0.15,0.12059290376621444,1.876709332728461
3.1500000000000004,0.06202565132807331,0,1.085859787240049,0.4621764298498116,1.1100185717240496,0.4559135743058751,1.085859787240049,0.4621764298498116,main,0.15,0.12047185017821035,1.8762971403081092
