run_id,err_real_mean,err_dos_mean,err_fdi_mean,time_in_dt_ratio,tube_violations
freehand_20250908_111225_03_0_000_808434,0.05346639925832388,2.2886906339604822,2.6073095712668866,0.6420833333333333,80
freehand_20250908_111225_03_0_001_098474,0.03524243253822328,1.2443113869266234,3.345979676528105,0.5458333333333333,0
freehand_20250908_111225_03_0_002_811269,0.0384450036617422,2.709931335130096,0.8899159055959225,0.45416666666666666,1
freehand_20250908_111225_03_0_003_934922,0.03471248115257496,3.223878377643282,1.995108973354088,0.32166666666666666,0
freehand_20250908_111225_03_0_004_925950,0.03735468526294514,1.7001504300271844,2.1298965584079146,0.7120833333333333,0
freehand_20250908_111225_03_0_005_989673,0.09188646195427379,2.180318788073941,2.153659604618696,0.6891666666666667,265
freehand_20250908_111225_03_0_006_948252,0.05321255606886883,1.408904846276074,1.2930061820567407,0.5354166666666667,43
freehand_20250908_111225_03_0_007_070670,0.0387659071686837,2.501834026025672,1.6665545474403798,0.43333333333333335,0
freehand_20250908_111225_03_0_008_008886,0.04107110719374566,3.229511162958001,2.3905175462827595,0.6475,76
freehand_20250908_111225_03_0_009_962461,0.0341144363211124,2.173261837309046,1.782067168084792,0.47625,56
