run_id,err_real_mean,err_dos_mean,err_fdi_mean,time_in_dt_ratio,tube_violations
freehand_20250908_111308_06_0_000_996400,0.06000821125298798,1.714941096713785,1.4398443900468316,0.4554166666666667,4
freehand_20250908_111308_06_0_001_888058,0.06815775447849162,2.013951174974441,0.5442536077666154,0.385,52
freehand_20250908_111308_06_0_002_383370,0.07109047203511959,2.7348697027177358,0.677730509881737,0.5304166666666666,29
freehand_20250908_111308_06_0_003_393406,0.083639881188309,1.3451698221755075,1.935920683647899,0.5591666666666667,36
freehand_20250908_111308_06_0_004_641301,0.06006513286619819,2.3272004632763506,0.6934884270897789,0.5058333333333334,2
freehand_20250908_111308_06_0_005_407288,0.09409364131960425,2.068203015923089,2.5677055374219915,0.6429166666666667,73
freehand_20250908_111308_06_0_006_277018,0.06319078174894581,0.8099224190137418,0.5256305639583944,0.41291666666666665,90
freehand_20250908_111308_06_0_007_310218,0.07340855822681631,1.7170818112469874,0.9385149735065638,0.41083333333333333,103
freehand_20250908_111308_06_0_008_053519,0.07949138686549417,1.1514349150441965,1.2072208538065161,0.43916666666666665,30
freehand_20250908_111308_06_0_009_152681,0.07009518661388581,1.3400564313140206,0.9618828845973314,0.46375,16
