run_id,err_real_mean,err_dos_mean,err_fdi_mean,time_in_dt_ratio,tube_violations
freehand_20250908_111237_04_0_000_252896,0.04540296448067821,1.9601102988665882,1.0114696369851794,0.6291666666666667,0
freehand_20250908_111237_04_0_001_805127,0.04737474621378797,1.1562327642602481,1.6914015153793958,0.5820833333333333,2
freehand_20250908_111237_04_0_002_731989,0.04833571138726615,1.7194466110418243,0.9749254270901442,0.5358333333333334,3
freehand_20250908_111237_04_0_003_233845,0.05364772911146126,1.484311132628535,1.619108073945094,0.5670833333333334,9
freehand_20250908_111237_04_0_004_220969,0.06965830283808673,2.168879023458062,1.4951306795320163,0.5791666666666667,14
freehand_20250908_111237_04_0_005_111916,0.05906358756399496,2.36897193140972,2.069289524260215,0.6508333333333334,12
freehand_20250908_111237_04_0_006_262191,0.05246303890645718,2.2933312713353673,2.383351915144773,0.6991666666666667,1
freehand_20250908_111237_04_0_007_607496,0.04623691989885419,1.4712208443558734,2.9818413058067943,0.5975,0
freehand_20250908_111237_04_0_008_615117,0.037893544677170835,1.0862324858421368,1.4087168657791305,0.44083333333333335,0
freehand_20250908_111237_04_0_009_666404,0.05279161145030077,1.6039140776962812,1.3500624598220308,0.4716666666666667,13
