path,seed,s_final,err_real_mean,err_dos_mean,err_fdi_mean,time_in_dt_ratio,tube_violations,dos_windows,fdi_windows
freehand_20250908_111237_04,257540376,0.5871017777705051,0.04038612980716516,1.9102457274779547,1.1399633739126833,0.43,9,4,3
freehand_20250908_111237_04,185742338,0.5867815356049078,0.06337727037824085,2.1608759980566203,2.257295812373342,0.6416666666666667,19,5,5
freehand_20250908_111237_04,76166577,0.685612480699439,0.056545525011969425,1.5853629507450981,2.047237780155735,0.7041666666666667,10,6,5
freehand_20250908_111237_04,265465525,0.6686655081300045,0.05539531076204318,2.7969582765198684,1.5376719380059987,0.59,47,5,6
freehand_20250908_111237_04,279445453,0.5759654166616949,0.05003801057390238,1.630249353265554,0.5074947732104848,0.4925,2,5,3
freehand_20250908_111237_04,769286936,0.5970676489652315,0.037486103036098326,0.9398093906874991,1.4980651234099744,0.42291666666666666,11,3,4
freehand_20250908_111237_04,661070175,0.6270900079420647,0.061560889712170615,2.429927785721122,3.0078978634095224,0.60875,16,6,7
freehand_20250908_111237_04,150973980,0.69706016534795,0.06529458265673792,1.2377840964822289,2.2984102951521788,0.6391666666666667,43,5,5
freehand_20250908_111237_04,300305789,0.5968699830694013,0.04733956707999488,0.7896043901966245,1.6606326243080234,0.5941666666666666,15,6,5
freehand_20250908_111237_04,946651091,0.5857371077003798,0.04864825204173538,0.7700974767950441,1.2763385691336173,0.57375,0,5,4
freehand_20250908_111237_04,978937926,0.712228246698131,0.059641884524421776,1.9701008697799833,2.306509346164056,0.5779166666666666,2,6,6
freehand_20250908_111237_04,204065336,0.6676212117081632,0.05813944507030657,2.657719743692371,1.7067818366771004,0.5304166666666666,10,4,5
freehand_20250908_111237_04,17662006,0.7127955403592969,0.0442277387000709,1.1991402071007071,2.1503525120825446,0.5129166666666667,13,3,5
