t,mode,fdi_on,fdi_type,fdi_detected,s,x,y,x_ref,y_ref,r_pos,r_th,v_out,w_out,v_main,w_main
26.093544006347656,main,0,bias,0,0.4545640371092987,0.2856953048418687,3.5049581690225247,0.27697277239880175,3.530716429326273,0.0,0.0,0.15,-0.1701570047171029,0.15,-0.06348313646906974
26.14358401298523,main,0,bias,0,0.45566787415632126,0.289980867294484,3.4988031747524433,0.2821230970905,3.5252442093413436,0.0,0.0,0.15,-0.15886847237093987,0.15,-0.06630373487605072
26.194496870040894,main,0,bias,0,0.4567707444141665,0.29421740332994883,3.4926143329851813,0.2871788383671456,3.5196943770952243,0.0,0.0,0.15,-0.1469133498256361,0.15,-0.06502196701457535
26.24434494972229,main,0,bias,0,0.4578707711245761,0.2984083643017209,3.4863945382833377,0.29215522443549274,3.5140981796642095,0.0,0.0,0.15,-0.1326507735661213,0.15,-0.058612448798309964
26.29450488090515,main,0,bias,0,0.45896850136352124,0.3025579803659769,3.480147083880201,0.2971148057418517,3.508507982063996,0.0,0.0,0.15,-0.031722785080789156,0.15,0.11856408658308384
26.34459400177002,main,0,bias,0,0.4600643325934418,0.3066976818818421,3.4738930554696847,0.3020506481439452,3.5029140273416233,0.0,0.0,0.15,0.0001515759295986907,0.15,0.12159239771243927
26.394191026687622,main,0,bias,0,0.4611638982711539,0.3108374307955969,3.4676390584333037,0.3070033112436555,3.497301009161952,0.0,0.0,0.15,0.009681816279097866,0.15,0.09183530471785217
26.444358110427856,main,0,bias,0,0.462261271602218,0.3149802067266868,3.4613870661440584,0.31194609957684205,3.49169918238434,0.0,0.0,0.15,0.03538077249914958,0.15,0.08972837981010254
26.494269371032715,main,0,bias,0,0.4633571311264847,0.3191340361854485,3.4551424123644225,0.31688206942231295,3.4861050832261395,0.0,0.0,0.15,0.059550416540682105,0.15,0.08639042468349815
26.54518485069275,main,0,bias,0,0.464518025116294,0.3204453594309762,3.453183708555652,0.3220781953719764,3.480150297636759,0.0,0.0,0.04714271636108099,-0.09650987761384423,0.04714271636094955,-0.09650987761384423
26.59558367729187,main,0,bias,0,0.46543442192078166,0.3218543354624141,3.4510570143547294,0.32617102431213135,3.47544183094584,0.0,0.0,0.05102172745567857,-0.12106400117717192,0.05102172745567857,-0.12106400117717192
26.646193504333496,main,0,bias,0,0.4661881840055878,0.323484151184286,3.448564346346816,0.329525599313484,3.4715594706479473,0.0,0.0,0.059564059918503304,-0.13773079462762483,0.059564059918503304,-0.13773079462762483
26.69672918319702,main,0,bias,0,0.4668468598019582,0.32513298224257947,3.446004276959097,0.33218196380315884,3.46794681494199,0.0,0.0,0.060901885451042526,-0.13079872314409435,0.060901885451042526,-0.13079872314409435
26.74703049659729,main,1,bias,0,0.46744186451672093,0.32352503155372453,3.4485371086381496,0.3345815500703247,3.4646833776186448,0.128062484748657,0.08726646259971638,-0.06000247238973694,-0.2,-0.06000247238973694,-0.2
26.79701018333435,main,1,bias,0,0.46772647034591214,0.32207140352011177,3.450878268207415,0.3357293329741203,3.463122392869483,0.12806248474865706,0.08726646259971638,-0.055114653546467815,-0.2,-0.055114653546467815,-0.2
26.847524642944336,main,1,bias,0,0.46780463038972764,0.32072641618906833,3.4530935856727325,0.3360445435314947,3.4626937065114536,0.128062484748657,0.08726646259971638,-0.051832894547028024,-0.2,-0.051832894547028024,-0.2
26.898111820220947,main,1,bias,0,0.46780463038972764,0.3194702238896983,3.4552100735790336,0.3360445435314947,3.4626937065114536,0.12806248474865706,0.08726646259971638,-0.04922414103065757,-0.19569290921950658,-0.04922414103065757,-0.19569290921950658
26.949514865875244,main,1,bias,0,0.46780463038972764,0.31829723507135366,3.45723117437835,0.3360445435314947,3.4626937065114536,0.12806248474865706,0.08726646259971638,-0.04673650054918374,-0.18648563704964127,-0.04673650054918374,-0.18648563704964127
26.999617099761963,dt,1,bias,1,0.46780463038972764,0.31714314228420326,3.4592631244386634,0.3360445435314947,3.4626937065114536,0.128062484748657,0.08726646259971638,-0.04673650054918374,-0.18648563704964127,-0.04436915278865827,-0.17770554581068718
27.050503253936768,dt,1,bias,1,0.46780463038972764,0.3164858627644176,3.4604459085800254,0.3360445435314947,3.4626937065114536,0.128062484748657,0.08726646259971638,-0.02706285049426537,-0.18707698134213913,-0.041912328358573725,-0.16892119715906653
27.10137939453125,dt,1,bias,1,0.46780463038972764,0.3163094287336235,3.460770518716358,0.3360445435314947,3.4626937065114536,0.128062484748657,0.08726646259971638,-0.007389200439346995,-0.1882003900364136,-0.040416602775417546,-0.16007241879018255
27.151684284210205,dt,1,bias,1,0.46780463038972764,0.31659765689107017,3.4602281223805034,0.3360445435314947,3.4626937065114536,0.12806248474865706,0.08726646259971638,0.012284449615571388,-0.18902722163773839,-0.0398833491052607,-0.15113902570385956
27.202504634857178,dt,1,bias,1,0.46780463038972764,0.3173341152607134,3.4588100499542307,0.3360445435314947,3.4626937065114536,0.12806248474865706,0.08726646259971638,0.03195809967048975,-0.18905307180447445,-0.04031395559629597,-0.14214036780710118
27.252758264541626,dt,1,bias,1,0.46780463038972764,0.3185022336998795,3.456507856812605,0.3360445435314947,3.4626937065114536,0.128062484748657,0.08726646259971638,0.05163174972540813,-0.19027638782998033,-0.04170960032685074,-0.13311969959719902
27.30316662788391,dt,1,bias,1,0.46780463038972764,0.32008512851896165,3.453313237259935,0.3360445435314947,3.4626937065114536,0.128062484748657,0.08726646259971638,0.0713053997803265,-0.19030619396853998,-0.04406888350097765,-0.12402558372866869
27.353806257247925,dt,1,bias,1,0.46780463038972764,0.32206587930316816,3.449218167650859,0.3360445435314947,3.4626937065114536,0.128062484748657,0.08726646259971638,0.09097904983524488,-0.18897151298782996,-0.04739187781387301,-0.11491976088296733
27.404463291168213,dt,1,bias,1,0.4679181361164119,0.3244277886092467,3.444215025197129,0.3365022992034055,3.462071158797655,0.12806248474865706,0.08726646259971638,0.11065269989016323,-0.1921163093726819,-0.05092126014809348,-0.10583995286533213
27.45547890663147,dt,1,bias,1,0.46823687206482556,0.32715290535426683,3.4382958924522895,0.3377877249919565,3.4603229797252255,0.128062484748657,0.08726646259971638,0.1303263499450816,-0.19316355527040438,-0.05404452073373189,-0.09654499595893627
27.50566053390503,dt,1,bias,1,0.46874127069303395,0.33022345382699925,3.431453251728373,0.3398219072284934,3.4575564918835355,0.12806248474865706,0.08726646259971638,0.14999999999999997,-0.1281339351918846,0.12822084811269113,0.0833102592421835
27.555634260177612,dt,1,bias,1,0.4694174375893436,0.3332501008591896,3.4245910794963073,0.3425488113326798,3.453847902301842,0.128062484748657,0.08726646259971638,0.15,-0.08045896946373993,0.12532437103006153,0.09021211366150389
27.60546565055847,dt,1,bias,1,0.4702133896544335,0.33624911730877177,3.417716786781043,0.34575879538376975,3.449482323992359,0.128062484748657,0.08726646259971638,0.15,-0.04620875660419378,0.12322755677599781,0.09540090316743718
27.655678033828735,dt,1,bias,1,0.4710929003513647,0.3392322431419835,3.4108355833787867,0.34930576188305684,3.444658449553328,0.12806248474865706,0.08726646259971638,0.15,-0.09081412549440171,0.12169263190629892,0.09937168956647321
27.705723762512207,dt,1,bias,1,0.4720620847393178,0.3421840928060875,3.403940905463138,0.3532143721679537,3.4393427395658684,0.128062484748657,0.08726646259971638,0.15,-0.11068718286203286,0.09503885187902136,-0.09994698607538685
27.755857944488525,dt,1,bias,1,0.4730641506384334,0.34509773983503933,3.3970299966234356,0.3572555898434667,3.4338466835271704,0.128062484748657,0.08726646259971638,0.15,-0.09372586618754135,0.09459975424096698,-0.10332184026122035
27.807024717330933,dt,1,bias,1,0.47411723994319843,0.3479789684429306,3.3901055095154202,0.3614412765491627,3.428026887294812,0.128062484748657,0.08726646259971638,0.15,-0.12391079774521366,-0.009339195109007464,-0.09359389157260099
27.858102321624756,dt,1,bias,1,0.4751787239943147,0.3508172410918096,3.383163304651645,0.36557337235326903,3.4220984394366023,0.12806248474865706,0.08726646259971638,0.15,-0.14568971875911427,-0.009465528869060241,-0.09561088172380837
27.90843963623047,dt,1,bias,1,0.4762456839947962,0.3536048684898798,3.376200608802369,0.3697197721504221,3.416134627488652,0.12806248474865706,0.08726646259971638,0.15,-0.16158717360175395,0.12035103984054452,-0.09410734080858538
27.959208726882935,dt,1,bias,1,0.4773159905079026,0.35633615140066977,3.369215618203862,0.37376156824164697,3.410071933351815,0.128062484748657,0.08726646259971638,0.15,-0.16589995227649018,0.12002167173953479,-0.085532933266044
28.010368585586548,dt,1,bias,1,0.47838807975526615,0.35900940053042896,3.362208212186637,0.37781009646825936,3.403999141011896,0.128062484748657,0.08726646259971638,0.15,-0.16451889898173855,0.11967323696744706,-0.07671907692920117
28.060521364212036,dt,1,bias,1,0.47946082022603537,0.36097009555727255,3.356938876320054,0.381861083908362,3.3979226598517425,0.128062484748657,0.08726646259971638,0.11244594339174635,-0.09416132837589429,0.11930076061269812,0.11414028391665426
28.111917972564697,dt,1,bias,1,0.4804528709127164,0.3623094416132502,3.3532868915261673,0.38560736269731105,3.3923032416683188,0.128062484748657,0.08726646259971638,0.07779676289522687,-0.04425783140662091,0.12027209374906353,0.11994742018577847
28.16321110725403,dt,1,bias,1,0.48131394880719414,0.36325955597199266,3.3506783799052093,0.38885904922404213,3.3874257118782225,0.128062484748657,0.08726646259971638,0.055523148942985046,-0.07477323610055128,-0.03762466330250569,-0.06252837594410601
28.213893175125122,dt,1,bias,1,0.4821468227700764,0.36396033105189673,3.3487318218019015,0.39200422930698,3.382707941753816,0.128062484748657,0.08726646259971638,0.04137716356720364,-0.09341229067803125,-0.03454768905991308,-0.0782912433185201
