run_id,err_real_mean,err_dos_mean,err_fdi_mean,time_in_dt_ratio,tube_violations
freehand_20250908_111320_07_0_000_834903,0.03135859450389248,2.2152566891822456,1.1547948972957658,0.3383333333333333,0
freehand_20250908_111320_07_0_001_468025,0.0453567080263283,1.7291673025172978,1.4623440965075059,0.56875,18
freehand_20250908_111320_07_0_002_250176,0.03659919710523243,2.0357451125658756,2.6649702371820014,0.7370833333333333,0
freehand_20250908_111320_07_0_003_111357,0.03006561143991439,2.659219028284235,2.488738084280945,0.6883333333333334,0
freehand_20250908_111320_07_0_004_208175,0.0336607774585283,2.5475357262793294,1.591038044699323,0.6054166666666667,0
freehand_20250908_111320_07_0_005_036203,0.03361657834083261,2.320168046024754,1.6615330911346435,0.45875,0
freehand_20250908_111320_07_0_006_852498,0.03270954399220663,1.4071972134412283,1.4988887128191035,0.5258333333333334,0
freehand_20250908_111320_07_0_007_710949,0.030482947117427574,2.222518442455359,2.432629789862241,0.64375,0
freehand_20250908_111320_07_0_008_510007,0.025446917027028434,0.9238687628448273,1.055582297094342,0.4625,0
freehand_20250908_111320_07_0_009_172183,0.0317344969683502,2.2054759626296323,1.8612924727250477,0.5254166666666666,0
