run_id,err_real_mean,err_dos_mean,err_fdi_mean,time_in_dt_ratio,tube_violations
freehand_20250908_111208_01_0_000_637542,0.05789795882885594,0.7108906456752692,0.9905548566994756,0.5829166666666666,99
freehand_20250908_111208_01_0_001_572884,0.04948929965760305,1.8463808753479762,2.4972566252191033,0.6516666666666666,58
freehand_20250908_111208_01_0_002_369343,0.035807553893743196,0.5407769715705258,0.13721986586435866,0.255,0
freehand_20250908_111208_01_0_003_703467,0.04629261862004447,2.5892802815022726,1.6449329882596408,0.5541666666666667,5
freehand_20250908_111208_01_0_004_980717,0.038394906792086195,1.010042563399782,1.5031812573667822,0.34791666666666665,0
freehand_20250908_111208_01_0_005_646143,0.047032132538763254,2.2017209416635954,1.0420847220410523,0.45875,4
freehand_20250908_111208_01_0_006_798351,0.03623335786302608,1.0921044855455793,1.8288654485620646,0.51375,0
freehand_20250908_111208_01_0_007_367832,0.04439633283911173,2.0894303502048004,1.5656296242916292,0.4454166666666667,0
freehand_20250908_111208_01_0_008_162891,0.050802020516223005,1.3700596023941853,0.9258704942468348,0.5154166666666666,4
freehand_20250908_111208_01_0_009_605233,0.052035939623917525,1.1418057025399626,1.6203727778788262,0.48,15
