t,s,mode,dos,fdi,x,y,xd,yd,x_dos,y_dos,x_fdi,y_fdi,v_out,w_out,d_perp,r_eff,r,r_ema,alarm
0.0,0.0,main,0,0,-0.7940790872823752,1.604603563032073,-0.8,1.6,-0.7940790872823752,1.604603563032073,-0.7940790872823752,1.604603563032073,0.15,-0.00503505452487481,0.0,0.12,0.007501056249541958,0.007498613267085669,0
0.05,0.00045812921957508337,main,0,0,-0.7881570157928509,1.6092056353123576,-0.7982237261866905,1.6013810689080838,-0.7881570157928509,1.6092056353123576,-0.7881570157928509,1.6092056353123576,0.15,-0.004860810106279271,3.9651049082425546e-07,0.12,0.007500984413515766,0.007499087496371689,0
0.1,0.0012369488783347433,main,0,0,-0.7822338259882696,1.61380626815349,-0.7952040607603541,1.6037288860080614,-0.7822338259882696,1.61380626815349,-0.7822338259882696,1.61380626815349,0.15,-0.004747972514991043,-6.816220566186609e-08,0.12,0.007500939242980035,0.007499457845693358,0
0.15000000000000002,0.0022402518029619187,main,0,0,-0.7763095441666944,1.6184054947078743,-0.7913140213660428,1.6067534267170722,-0.7763095441666944,1.6184054947078743,-0.7763095441666944,1.6184054947078743,0.15,-0.004676412271999045,-1.3528237156439082e-06,0.12,0.007500911145976681,0.007499748505750023,0
0.2,0.0034006936294579777,main,0,0,-0.7703841871131004,1.623003335917336,-0.7868147178066982,1.6102516758086725,-0.7703841871131004,1.623003335917336,-0.7703841871131004,1.623003335917336,0.15,-0.004632303442714878,-3.6351603072233216e-06,0.12,0.00750089403984553,0.007499977612569125,0
0.25,0.004671132127214132,main,0,0,-0.7644577652886674,1.6275998046008888,-0.7818889315032671,1.6140815190797724,-0.7644577652886674,1.6275998046008888,-0.7644577652886674,1.6275998046008888,0.15,-0.004606146674917724,-7.1243687400322775e-06,0.12,0.007500883972372391,0.007500158884529779,0
0.30000000000000004,0.006018568286797768,main,0,0,-0.7585302850209695,1.6321949082641432,-0.7766646073102051,1.6181434782522415,-0.7585302850209695,1.6321949082641432,-0.7585302850209695,1.6321949082641432,0.15,-0.004591421362167517,-1.1997085047187744e-05,0.12,0.00750087832982437,0.007500302773588698,0
0.35000000000000003,0.007419902777282705,main,0,0,-0.7526017500066225,1.6367886510283456,-0.7712273120519799,1.6223627753449252,-0.7526017500066225,1.6367886510283456,-0.7526017500066225,1.6367886510283456,0.15,-0.01492093401382898,-8.352763433212146e-06,0.12217639105720847,0.00750927069827048,0.007502096358525055,0
0.4,0.008858968526385637,main,0,0,-0.7466697894958292,1.6413779695505653,-0.7656433575658641,1.6266953448167563,-0.7466697894958292,1.6413779695505653,-0.7466697894958292,1.6413779695505653,0.15,-0.01466289100328442,-5.1936537155093665e-06,0.12217639599710775,0.007508953005103923,0.007503467687840829,0
0.45,0.010324443682388391,main,0,0,-0.7407344659456908,1.645962937855273,-0.7599569276186893,1.6311074246168504,-0.7407344659456908,1.645962937855273,-0.7407344659456908,1.645962937855273,0.15,-0.014418328729724468,-7.251258152899884e-06,0.1221764038997686,0.007508657012215969,0.007504505552715857,0
0.5,0.01180840550820788,main,0,0,-0.7347958385591817,1.6505436260965969,-0.7541987645190014,1.635575161902597,-0.7347958385591817,1.6505436260965969,-0.7347958385591817,1.6505436260965969,0.15,-0.01418383340337098,-1.4580656759107316e-05,0.12217641408798864,0.007508377867839257,0.007505280015740538,0
0.55,0.013305307846349987,main,0,0,-0.7288539640804252,1.6551201015612642,-0.748383651152676,1.640073157127578,-0.7288539640804252,1.6551201015612642,-0.7288539640804252,1.6551201015612642,0.15,-0.024403949683599397,-1.2956111938772219e-05,0.12905929839731722,0.007524773782320612,0.007509178769056553,0
0.6000000000000001,0.014811274406465395,main,0,0,-0.7229065098225802,1.659689323360525,-0.7425309696199482,1.644595346593154,-0.7229065098225802,1.659689323360525,-0.7229065098225802,1.659689323360525,0.15,-0.0239517030070594,-1.1472184432616966e-05,0.12905932992142635,0.007523865532296914,0.007512116121704626,0
0.65,0.016323580200710702,main,0,0,-0.7169535877988169,1.664251419301975,-0.7366536517377116,1.6491365718185942,-0.7169535877988169,1.664251419301975,-0.7169535877988169,1.664251419301975,0.15,-0.023511124251374776,-1.899257735741254e-05,0.12905937077134944,0.007522996949502812,0.007514292287264263,0
0.7000000000000001,0.01784032328153983,main,0,0,-0.71099530688933,1.668806514098315,-0.7307590890998924,1.6536911215435128,-0.71099530688933,1.668806514098315,-0.71099530688933,1.668806514098315,0.15,-0.023080844162790035,-3.540782241471044e-05,0.1290594192569688,0.0075221641403615674,0.0075158666578837244,0
0.75,0.019360171649896795,main,0,0,-0.7050317731770117,1.673354729755256,-0.7248425213697668,1.6582420949939436,-0.7050317731770117,1.673354729755256,-0.7050317731770117,1.673354729755256,0.15,-0.03335208245456775,-4.1000737408952714e-05,0.13610068320500665,0.007546206058512754,0.007521934538009531,0
0.8,0.020882211497604962,main,0,0,-0.6990606631370322,1.6778929942793286,-0.7189135093428023,1.6627945501178532,-0.6990606631370322,1.6778929942793286,-0.6990606631370322,1.6778929942793286,0.15,-0.03271795532661388,-4.746856420774319e-05,0.13610078931299194,0.007544470847943647,0.007526441799996355,0
0.8500000000000001,0.022405768448544826,main,0,0,-0.6930821369533917,1.682421484609618,-0.712978587534093,1.6673515429313581,-0.6930821369533917,1.682421484609618,-0.6930821369533917,1.682421484609618,0.15,-0.03209702639658669,-6.639527228963563e-05,0.13610091218891024,0.007542803652468244,0.007529714170490733,0
0.9,0.023930386128438924,main,0,0,-0.6870963509181757,1.6869403744667193,-0.7070395337213916,1.671911708408818,-0.6870963509181757,1.6869403744667193,-0.6870963509181757,1.6869403744667193,0.15,-0.031488670330844855,-9.756278168625634e-05,0.13610104859290487,0.007541200847643829,0.007532011505921353,0
0.9500000000000001,0.025455743907545913,main,0,0,-0.6811034576131545,1.6914498345047542,-0.7010837476193057,1.6764559742174443,-0.6811034576131545,1.6914498345047542,-0.6811034576131545,1.6914498345047542,0.15,-0.041951169203359895,-0.00011435873001578757,0.14337166598955617,0.007572974176204259,0.007540204039977934,0
1.0,0.02698166996000595,main,0,0,-0.6751011186426317,1.6959467141877058,-0.6951210335651257,1.6809957739905004,-0.6751011186426317,1.6959467141877058,-0.6751011186426317,1.6959467141877058,0.15,-0.04114931958040976,-0.00013396836216419267,0.14337191360202503,0.007570224010140451,0.007546208034010438,0
1.05,0.028507945850238345,main,0,0,-0.669089540206122,1.7004312347531276,-0.6891569524836256,1.68553661456985,-0.669089540206122,1.7004312347531276,-0.669089540206122,1.7004312347531276,0.15,-0.040363238573027274,-0.00016929533637496073,0.1433721843726326,0.0075675785025702815,0.007550482127722407,0
1.1,0.03003446319266808,main,0,0,-0.6630689235295906,1.7049036138553808,-0.683191927902663,1.6900781734963501,-0.6630689235295906,1.7049036138553808,-0.6630689235295906,1.7049036138553808,0.15,-0.039592505924690095,-0.00022004466000310682,0.14337247307305653,0.007565033316408613,0.007553392365459649,0
1.1500000000000001,0.031561144298898676,main,0,0,-0.6570394650211794,1.70936406563691,-0.6772075012450002,1.6945954450225547,-0.6570394650211794,1.70936406563691,-0.6570394650211794,1.70936406563691,0.15,-0.05038735449767265,-0.00025078083787007793,0.1509472515772964,0.007605051178874191,0.007563724128142558,0
1.2000000000000002,0.03308805972107571,main,0,0,-0.65099878814152,1.7138093128556313,-0.6712176546663962,1.6991074659209127,-0.65099878814152,1.7138093128556313,-0.65099878814152,1.7138093128556313,0.15,-0.049430012284570064,-0.0002879257275829085,0.1509477217089173,0.007601123523633454,0.007571204007240737,0
1.25,0.03461502409790086,main,0,0,-0.644947143290984,1.7182396169764542,-0.6652276160464861,1.703619631479801,-0.644947143290984,1.7182396169764542,-0.644947143290984,1.7182396169764542,0.15,-0.04849101665425231,-0.0003439624718555422,0.15094821875116954,0.0075973424093627165,0.007576431687665133,0
1.3,0.036142015726341646,main,0,0,-0.6388847747405538,1.7226552355694438,-0.6592374705228181,1.7081318775669612,-0.6388847747405538,1.7226552355694438,-0.6388847747405538,1.7226552355694438,0.15,-0.04756998306144765,-0.0004185328709462137,0.15094873515236812,0.007593702295671831,0.007579885809266473,0
1.35,0.03766901682847967,main,0,0,-0.6328119208031266,1.7270564223474247,-0.6532221640195063,1.7126105819975392,-0.6328119208031266,1.7270564223474247,-0.6328119208031266,1.7270564223474247,0.15,-0.058845098079824486,-0.0004645776784950109,0.15890756535646858,0.007642919336223192,0.007592492514657817,0
1.4000000000000001,0.039196271319870635,main,0,0,-0.6267261437569182,1.7314397222166833,-0.6472029963626729,1.7170862041985113,-0.6267261437569182,1.7314397222166833,-0.6267261437569182,1.7314397222166833,0.15,-0.05774044945208677,-0.0005231353000764334,0.15890835158905597,0.007637651778480777,0.00760152436742241,0
1.4500000000000002,0.04072346465156108,main,0,0,-0.6206277374052124,1.7358054340680855,-0.6411840697465391,1.7215616471708644,-0.6206277374052124,1.7358054340680855,-0.6206277374052124,1.7358054340680855,0.15,-0.056656448827716276,-0.0006037606717916293,0.1589091647942441,0.007632576284984248,0.0076077347509347784,0
1.5,0.04225060291057946,main,0,0,-0.6145169882530246,1.7401538527230722,-0.6351645760102815,1.7260358660022947,-0.6145169882530246,1.7401538527230722,-0.6145169882530246,1.7401538527230722,0.15,-0.06814456357980697,-0.0007045814619832634,0.1673386274440719,0.007691053306662676,0.0076243984620803585,0
1.55,0.04377768687663865,main,0,0,-0.6083914585453606,1.7444814254608232,-0.6291133450464919,1.73046662374099,-0.6083914585453606,1.7444814254608232,-0.6083914585453606,1.7444814254608232,0.15,-0.06689563844383878,-0.0007673093033777924,0.16733982578373163,0.007684197520024813,0.00763635827366925,0
1.6,0.04530518630571021,main,0,0,-0.6022514883424783,1.7487884854682665,-0.6230604677667821,1.7348985869248337,-0.6022514883424783,1.7487884854682665,-0.6022514883424783,1.7487884854682665,0.15,-0.06566981029774045,-0.0008555860731117538,0.16734105341746952,0.007677586045778832,0.007644603828091167,0
1.6500000000000001,0.04683253332250299,main,0,0,-0.5960974090727577,1.7530753617601595,-0.6170081944367707,1.7393301078920742,-0.5960974090727577,1.7530753617601595,-0.5960974090727577,1.7530753617601595,0.15,-0.06446588021079215,-0.0009689526083706467,0.1673422975265132,0.007671206298203412,0.007649924322113616,0
1.7000000000000002,0.04835975345687983,main,0,0,-0.5899295439335465,1.7573423794100531,-0.6109492848976151,1.7437514231568025,-0.5899295439335465,1.7573423794100531,-0.5899295439335465,1.7573423794100531,0.15,-0.07674904972177042,-0.0010936365094075234,0.1763364244912266,0.007741544445118594,0.007668248346714613,0
1.75,0.04988686014627165,main,0,0,-0.5837453497710986,1.7615856968105248,-0.6048604530610471,1.7481305567684824,-0.5837453497710986,1.7615856968105248,-0.5837453497710986,1.7615856968105248,0.15,-0.07537430866239835,-0.0011858727999265331,0.17633819420914468,0.0077330979564440355,0.007681218268660498,0
